1779080599.043319 server started (1536774): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1779080599.043350 on Linux 6.17.0-23-generic #23-Ubuntu SMP PREEMPT_DYNAMIC Sat Apr 11 23:29:57 UTC 2026
1779080599.043363 using libevent 2.1.12-stable poll
1779080599.043367 using ncurses 6.5 20250216
1779080599.060908 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1779080599.060913 cmd_parse_build_commands: bind-key -T copy-mode C-k { send-keys -X copy-pipe-end-of-line-and-cancel }
1779080599.060915 cmdq_get_command: [bind-key/0x733020e61100] group 1363
1779080599.060916 cmdq_append <global>: [bind-key/0x733020e61100]
1779080599.060918 yylex_token: end at WS
1779080599.060919 yylex_token: bind
1779080599.060921 yylex_token: end at WS
1779080599.060922 yylex_token: -Tcopy-mode
1779080599.060923 yylex_token: end at WS
1779080599.060924 yylex_token: C-n
1779080599.060926 yylex_token: end at WS
1779080599.060927 yylex_token: send
1779080599.060928 yylex_token: end at WS
1779080599.060929 yylex_token: -X
1779080599.060931 yylex_token: end at WS
1779080599.060932 yylex_token: cursor-down
1779080599.060934 cmd_parse_build_commands 0:0: bind
1779080599.060935 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060937 cmd_parse_build_commands 0:2: C-n
1779080599.060938 cmd_parse_build_commands 0:3 0:0: send
1779080599.060940 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060941 cmd_parse_build_commands 0:3 0:2: cursor-down
1779080599.060943 cmd_parse_build_commands 0:0: send
1779080599.060944 cmd_parse_build_commands 0:1: -X
1779080599.060945 cmd_parse_build_commands 0:2: cursor-down
1779080599.060948 args_parse_flags: next -X
1779080599.060949 args_parse_flags: -X
1779080599.060950 args_parse_flags: next cursor-down
1779080599.060952 args_parse: flags end at 2 of 3
1779080599.060953 args_parse: 2 = cursor-down (type STRING)
1779080599.060956 cmd_parse_build_commands: send-keys -X cursor-down
1779080599.060957 args_parse_flags: next -Tcopy-mode
1779080599.060958 args_parse_flag_argument: -T = copy-mode
1779080599.060960 args_parse_flags: next C-n
1779080599.060961 args_parse: flags end at 2 of 4
1779080599.060962 args_parse: 2 = C-n (type STRING)
1779080599.060965 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1779080599.060969 cmd_parse_build_commands: bind-key -T copy-mode C-n { send-keys -X cursor-down }
1779080599.060970 cmdq_get_command: [bind-key/0x733020e61200] group 1371
1779080599.060972 cmdq_append <global>: [bind-key/0x733020e61200]
1779080599.060973 yylex_token: end at WS
1779080599.060974 yylex_token: bind
1779080599.060976 yylex_token: end at WS
1779080599.060978 yylex_token: -Tcopy-mode
1779080599.060979 yylex_token: end at WS
1779080599.060980 yylex_token: C-p
1779080599.060981 yylex_token: end at WS
1779080599.060983 yylex_token: send
1779080599.060984 yylex_token: end at WS
1779080599.060985 yylex_token: -X
1779080599.060987 yylex_token: end at WS
1779080599.060988 yylex_token: cursor-up
1779080599.060990 cmd_parse_build_commands 0:0: bind
1779080599.060991 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060992 cmd_parse_build_commands 0:2: C-p
1779080599.060994 cmd_parse_build_commands 0:3 0:0: send
1779080599.060995 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060997 cmd_parse_build_commands 0:3 0:2: cursor-up
1779080599.060998 cmd_parse_build_commands 0:0: send
1779080599.060999 cmd_parse_build_commands 0:1: -X
1779080599.061001 cmd_parse_build_commands 0:2: cursor-up
1779080599.061003 args_parse_flags: next -X
1779080599.061004 args_parse_flags: -X
1779080599.061006 args_parse_flags: next cursor-up
1779080599.061007 args_parse: flags end at 2 of 3
1779080599.061008 args_parse: 2 = cursor-up (type STRING)
1779080599.061011 cmd_parse_build_commands: send-keys -X cursor-up
1779080599.061012 args_parse_flags: next -Tcopy-mode
1779080599.061014 args_parse_flag_argument: -T = copy-mode
1779080599.061015 args_parse_flags: next C-p
1779080599.061018 args_parse: flags end at 2 of 4
1779080599.061019 args_parse: 2 = C-p (type STRING)
1779080599.061022 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1779080599.061026 cmd_parse_build_commands: bind-key -T copy-mode C-p { send-keys -X cursor-up }
1779080599.061028 cmdq_get_command: [bind-key/0x733020e61300] group 1379
1779080599.061030 cmdq_append <global>: [bind-key/0x733020e61300]
1779080599.061031 yylex_token: end at WS
1779080599.061032 yylex_token: bind
1779080599.061034 yylex_token: end at WS
1779080599.061035 yylex_token: -Tcopy-mode
1779080599.061037 yylex_token: end at WS
1779080599.061038 yylex_token: C-r
1779080599.061040 yylex_token: end at WS
1779080599.061041 yylex_token: command-prompt
1779080599.061042 yylex_token: end at WS
1779080599.061043 yylex_token: -T
1779080599.061045 yylex_token: end at WS
1779080599.061046 yylex_token: search
1779080599.061048 yylex_token: end at WS
1779080599.061049 yylex_token: -ip(search up)
1779080599.061052 yylex_token: end at WS
1779080599.061053 yylex_token: -I#{pane_search_string}
1779080599.061054 yylex_token: end at WS
1779080599.061055 yylex_token: send
1779080599.061057 yylex_token: end at WS
1779080599.061058 yylex_token: -X
1779080599.061060 yylex_token: end at WS
1779080599.061062 yylex_token: search-backward-incremental
1779080599.061063 yylex_token: end at WS
1779080599.061064 yylex_token: %%
1779080599.061066 cmd_parse_build_commands 0:0: bind
1779080599.061068 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.061069 cmd_parse_build_commands 0:2: C-r
1779080599.061070 cmd_parse_build_commands 0:3 0:0: command-prompt
1779080599.061072 cmd_parse_build_commands 0:3 0:1: -T
1779080599.061073 cmd_parse_build_commands 0:3 0:2: search
1779080599.061075 cmd_parse_build_commands 0:3 0:3: -ip(search up)
1779080599.061076 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1779080599.061078 cmd_parse_build_commands 0:3 0:5 0:0: send
1779080599.061079 cmd_parse_build_commands 0:3 0:5 0:1: -X
1779080599.061081 cmd_parse_build_commands 0:3 0:5 0:2: search-backward-incremental
1779080599.061082 cmd_parse_build_commands 0:3 0:5 0:3: %%
1779080599.061084 cmd_parse_build_commands 0:0: command-prompt
1779080599.061085 cmd_parse_build_commands 0:1: -T
1779080599.061086 cmd_parse_build_commands 0:2: search
1779080599.061088 cmd_parse_build_commands 0:3: -ip(search up)
1779080599.061089 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1779080599.061091 cmd_parse_build_commands 0:5 0:0: send
1779080599.061092 cmd_parse_build_commands 0:5 0:1: -X
1779080599.061093 cmd_parse_build_commands 0:5 0:2: search-backward-incremental
1779080599.061095 cmd_parse_build_commands 0:5 0:3: %%
1779080599.061097 cmd_parse_build_commands 0:0: send
1779080599.061098 cmd_parse_build_commands 0:1: -X
1779080599.061099 cmd_parse_build_commands 0:2: search-backward-incremental
1779080599.061101 cmd_parse_build_commands 0:3: %%
1779080599.061103 args_parse_flags: next -X
1779080599.061105 args_parse_flags: -X
1779080599.061106 args_parse_flags: next search-backward-incremental
1779080599.061107 args_parse: flags end at 2 of 4
1779080599.061109 args_parse: 2 = search-backward-incremental (type STRING)
1779080599.061111 args_parse: 3 = %% (type STRING)
1779080599.061115 cmd_parse_build_commands: send-keys -X search-backward-incremental "%%"
1779080599.061116 args_parse_flags: next -T
1779080599.061118 args_parse_flag_argument: -T = search
1779080599.061119 args_parse_flags: next -ip(search up)
1779080599.061120 args_parse_flags: -i
1779080599.061122 args_parse_flag_argument: -p = (search up)
1779080599.061123 args_parse_flags: next -I#{pane_search_string}
1779080599.061125 args_parse_flag_argument: -I = #{pane_search_string}
1779080599.061126 args_parse: flags end at 5 of 6
1779080599.061130 args_parse: 5 = send-keys -X search-backward-incremental "%%" (type COMMANDS)
1779080599.061138 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" }
1779080599.061139 args_parse_flags: next -Tcopy-mode
1779080599.061143 args_parse_flag_argument: -T = copy-mode
1779080599.061145 args_parse_flags: next C-r
1779080599.061146 args_parse: flags end at 2 of 4
1779080599.061147 args_parse: 2 = C-r (type STRING)
1779080599.061155 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" } (type COMMANDS)
1779080599.061163 cmd_parse_build_commands: bind-key -T copy-mode C-r { command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" } }
1779080599.061166 cmdq_get_command: [bind-key/0x733020e61400] group 1387
1779080599.061167 cmdq_append <global>: [bind-key/0x733020e61400]
1779080599.061169 yylex_token: end at WS
1779080599.061170 yylex_token: bind
1779080599.061172 yylex_token: end at WS
1779080599.061173 yylex_token: -Tcopy-mode
1779080599.061174 yylex_token: end at WS
1779080599.061175 yylex_token: C-s
1779080599.061177 yylex_token: end at WS
1779080599.061179 yylex_token: command-prompt
1779080599.061180 yylex_token: end at WS
1779080599.061181 yylex_token: -T
1779080599.061183 yylex_token: end at WS
1779080599.061185 yylex_token: search
1779080599.061187 yylex_token: end at WS
1779080599.061188 yylex_token: -ip(search down)
1779080599.061190 yylex_token: end at WS
1779080599.061192 yylex_token: -I#{pane_search_string}
1779080599.061193 yylex_token: end at WS
1779080599.061194 yylex_token: send
1779080599.061196 yylex_token: end at WS
1779080599.061197 yylex_token: -X
1779080599.061199 yylex_token: end at WS
1779080599.061200 yylex_token: search-forward-incremental
1779080599.061202 yylex_token: end at WS
1779080599.061203 yylex_token: %%
1779080599.061205 cmd_parse_build_commands 0:0: bind
1779080599.061206 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.061208 cmd_parse_build_commands 0:2: C-s
1779080599.061209 cmd_parse_build_commands 0:3 0:0: command-prompt
1779080599.061211 cmd_parse_build_commands 0:3 0:1: -T
1779080599.061212 cmd_parse_build_commands 0:3 0:2: search
1779080599.061213 cmd_parse_build_commands 0:3 0:3: -ip(search down)
1779080599.061215 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1779080599.061216 cmd_parse_build_commands 0:3 0:5 0:0: send
1779080599.061218 cmd_parse_build_commands 0:3 0:5 0:1: -X
1779080599.061219 cmd_parse_build_commands 0:3 0:5 0:2: search-forward-incremental
1779080599.061221 cmd_parse_build_commands 0:3 0:5 0:3: %%
1779080599.061223 cmd_parse_build_commands 0:0: command-prompt
1779080599.061224 cmd_parse_build_commands 0:1: -T
1779080599.061225 cmd_parse_build_commands 0:2: search
1779080599.061227 cmd_parse_build_commands 0:3: -ip(search down)
1779080599.061228 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1779080599.061229 cmd_parse_build_commands 0:5 0:0: send
1779080599.061231 cmd_parse_build_commands 0:5 0:1: -X
1779080599.061232 cmd_parse_build_commands 0:5 0:2: search-forward-incremental
1779080599.061234 cmd_parse_build_commands 0:5 0:3: %%
1779080599.061235 cmd_parse_build_commands 0:0: send
1779080599.061237 cmd_parse_build_commands 0:1: -X
1779080599.061238 cmd_parse_build_commands 0:2: search-forward-incremental
1779080599.061239 cmd_parse_build_commands 0:3: %%
1779080599.061243 args_parse_flags: next -X
1779080599.061244 args_parse_flags: -X
1779080599.061245 args_parse_flags: next search-forward-incremental
1779080599.061247 args_parse: flags end at 2 of 4
1779080599.061248 args_parse: 2 = search-forward-incremental (type STRING)
1779080599.061250 args_parse: 3 = %% (type STRING)
1779080599.061254 cmd_parse_build_commands: send-keys -X search-forward-incremental "%%"
1779080599.061255 args_parse_flags: next -T
1779080599.061257 args_parse_flag_argument: -T = search
1779080599.061258 args_parse_flags: next -ip(search down)
1779080599.061259 args_parse_flags: -i
1779080599.061261 args_parse_flag_argument: -p = (search down)
1779080599.061265 args_parse_flags: next -I#{pane_search_string}
1779080599.061266 args_parse_flag_argument: -I = #{pane_search_string}
1779080599.061268 args_parse: flags end at 5 of 6
1779080599.061273 args_parse: 5 = send-keys -X search-forward-incremental "%%" (type COMMANDS)
1779080599.061279 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1779080599.061281 args_parse_flags: next -Tcopy-mode
1779080599.061282 args_parse_flag_argument: -T = copy-mode
1779080599.061284 args_parse_flags: next C-s
1779080599.061285 args_parse: flags end at 2 of 4
1779080599.061286 args_parse: 2 = C-s (type STRING)
1779080599.061293 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } (type COMMANDS)
1779080599.061301 cmd_parse_build_commands: bind-key -T copy-mode C-s { command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } }
1779080599.061303 cmdq_get_command: [bind-key/0x733020e61500] group 1399
1779080599.061304 cmdq_append <global>: [bind-key/0x733020e61500]
1779080599.061305 yylex_token: end at WS
1779080599.061307 yylex_token: bind
1779080599.061308 yylex_token: end at WS
1779080599.061310 yylex_token: -Tcopy-mode
1779080599.061311 yylex_token: end at WS
1779080599.061312 yylex_token: C-v
1779080599.061314 yylex_token: end at WS
1779080599.061317 yylex_token: send
1779080599.061318 yylex_token: end at WS
1779080599.061319 yylex_token: -X
1779080599.061321 yylex_token: end at WS
1779080599.061322 yylex_token: page-down
1779080599.061324 cmd_parse_build_commands 0:0: bind
1779080599.061325 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.061327 cmd_parse_build_commands 0:2: C-v
1779080599.061328 cmd_parse_build_commands 0:3 0:0: send
1779080599.061329 cmd_parse_build_commands 0:3 0:1: -X
1779080599.061331 cmd_parse_build_commands 0:3 0:2: page-down
1779080599.061332 cmd_parse_build_commands 0:0: send
1779080599.061333 cmd_parse_build_commands 0:1: -X
1779080599.061335 cmd_parse_build_commands 0:2: page-down
1779080599.061337 args_parse_flags: next -X
1779080599.061339 args_parse_flags: -X
1779080599.061340 args_parse_flags: next page-down
1779080599.061341 args_parse: flags end at 2 of 3
1779080599.061343 args_parse: 2 = page-down (type STRING)
1779080599.061345 cmd_parse_build_commands: send-keys -X page-down
1779080599.061347 args_parse_flags: next -Tcopy-mode
1779080599.061348 args_parse_flag_argument: -T = copy-mode
1779080599.061349 args_parse_flags: next C-v
1779080599.061350 args_parse: flags end at 2 of 4
1779080599.061352 args_parse: 2 = C-v (type STRING)
1779080599.061354 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1779080599.061358 cmd_parse_build_commands: bind-key -T copy-mode C-v { send-keys -X page-down }
1779080599.061360 cmdq_get_command: [bind-key/0x733020e61600] group 1411
1779080599.061361 cmdq_append <global>: [bind-key/0x733020e61600]
1779080599.061363 yylex_token: end at WS
1779080599.061364 yylex_token: bind
1779080599.061365 yylex_token: end at WS
1779080599.061367 yylex_token: -Tcopy-mode
1779080599.061368 yylex_token: end at WS
1779080599.061369 yylex_token: C-w
1779080599.061370 yylex_token: end at WS
1779080599.061371 yylex_token: send
1779080599.061373 yylex_token: end at WS
1779080599.061374 yylex_token: -X
1779080599.061376 yylex_token: end at WS
1779080599.061377 yylex_token: copy-pipe-and-cancel
1779080599.061379 cmd_parse_build_commands 0:0: bind
1779080599.061380 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.061381 cmd_parse_build_commands 0:2: C-w
1779080599.061383 cmd_parse_build_commands 0:3 0:0: send
1779080599.061384 cmd_parse_build_commands 0:3 0:1: -X
1779080599.061385 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779080599.061387 cmd_parse_build_commands 0:0: send
1779080599.061388 cmd_parse_build_commands 0:1: -X
1779080599.061390 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779080599.061392 args_parse_flags: next -X
1779080599.061393 args_parse_flags: -X
1779080599.061394 args_parse_flags: next copy-pipe-and-cancel
1779080599.061396 args_parse: flags end at 2 of 3
1779080599.061399 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779080599.061401 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779080599.061402 args_parse_flags: next -Tcopy-mode
1779080599.061404 args_parse_flag_argument: -T = copy-mode
1779080599.061405 args_parse_flags: next C-w
1779080599.061406 args_parse: flags end at 2 of 4
1779080599.061407 args_parse: 2 = C-w (type STRING)
1779080599.061410 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779080599.061414 cmd_parse_build_commands: bind-key -T copy-mode C-w { send-keys -X copy-pipe-and-cancel }
1779080599.061416 cmdq_get_command: [bind-key/0x733020e61700] group 1419
1779080599.061417 cmdq_append <global>: [bind-key/0x733020e61700]
1779080599.061419 yylex_token: end at WS
1779080599.061420 yylex_token: bind
1779080599.061421 yylex_token: end at WS
1779080599.061423 yylex_token: -Tcopy-mode
1779080599.061424 yylex_token: end at WS
1779080599.061425 yylex_token: Escape
1779080599.061426 yylex_token: end at WS
1779080599.061428 yylex_token: send
1779080599.061429 yylex_token: end at WS
1779080599.061430 yylex_token: -X
1779080599.061431 yylex_token: end at WS
1779080599.061432 yylex_token: cancel
1779080599.061434 cmd_parse_build_commands 0:0: bind
1779080599.061435 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.061437 cmd_parse_build_commands 0:2: Escape
1779080599.061438 cmd_parse_build_commands 0:3 0:0: send
1779080599.061439 cmd_parse_build_commands 0:3 0:1: -X
1779080599.061441 cmd_parse_build_commands 0:3 0:2: cancel
1779080599.061444 cmd_parse_build_commands 0:0: send
1779080599.061445 cmd_parse_build_commands 0:1: -X
1779080599.061446 cmd_parse_build_commands 0:2: cancel
1779080599.061449 args_parse_flags: next -X
1779080599.061450 args_parse_flags: -X
1779080599.061451 args_parse_flags: next cancel
1779080599.061453 args_parse: flags end at 2 of 3
1779080599.061454 args_parse: 2 = cancel (type STRING)
1779080599.061457 cmd_parse_build_commands: send-keys -X cancel
1779080599.061458 args_parse_flags: next -Tcopy-mode
